hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag
HV0003,B02872,B02872,2021-01-01T00:19:36.000Z,2021-01-01T00:31:22.000Z,2021-01-01T00:32:35.000Z,2021-01-01T00:40:04.000Z,259,254,1.57,449,8.11,0.0,0.24,0.72,0.0,"",0.0,6.87,N,N,"",N,N
HV0003,B02872,B02872,2021-01-01T00:37:52.000Z,2021-01-01T00:45:14.000Z,2021-01-01T00:45:44.000Z,2021-01-01T01:00:41.000Z,254,94,4.05,897,17.8,0.0,0.53,1.58,0.0,"",0.0,14.86,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:36:30.000Z,"",2021-01-01T00:42:13.000Z,2021-01-01T00:57:02.000Z,151,68,5.153,889,17.61,0.0,0.53,1.56,2.75,"",0.0,13.17,N,N,N,N,N
HV0003,B02866,B02866,2021-01-01T00:18:09.000Z,2021-01-01T00:21:39.000Z,2021-01-01T00:23:39.000Z,2021-01-01T00:40:02.000Z,70,102,8.71,983,21.5,0.0,0.65,1.91,0.0,"",0.0,20.8,N,N,"",N,N
HV0003,B02866,B02866,2021-01-01T00:37:54.000Z,2021-01-01T00:42:52.000Z,2021-01-01T00:44:52.000Z,2021-01-01T00:49:45.000Z,102,102,0.78,293,8.38,0.0,0.25,0.74,0.0,"",0.0,8.7,N,N,"",N,N
HV0003,B02866,B02866,2021-01-01T00:47:18.000Z,2021-01-01T00:51:55.000Z,2021-01-01T00:52:51.000Z,2021-01-01T00:57:04.000Z,102,198,0.78,253,7.91,0.0,0.24,0.7,0.0,"",0.0,8.36,N,N,"",N,N
HV0003,B02682,B02682,2021-01-01T00:11:32.000Z,2021-01-01T00:23:27.000Z,2021-01-01T00:25:28.000Z,2021-01-01T00:51:21.000Z,176,44,7.3,1553,31.27,0.0,0.94,2.78,0.0,"",0.0,25.37,N,N,"",N,N
HV0003,B02836,B02836,2021-01-01T00:14:57.000Z,2021-01-01T00:17:40.000Z,2021-01-01T00:19:08.000Z,2021-01-01T00:30:35.000Z,216,265,5.48,687,20.97,0.0,0.63,1.86,0.0,"",0.0,14.19,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:17:33.000Z,"",2021-01-01T00:20:41.000Z,2021-01-01T00:29:15.000Z,237,142,1.399,514,6.64,0.0,0.2,0.59,2.75,"",0.0,5.86,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:32:26.000Z,"",2021-01-01T00:34:55.000Z,2021-01-01T00:46:21.000Z,239,24,2.021,686,8.7,0.0,0.26,0.77,2.75,"",0.0,7.99,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:45:03.000Z,"",2021-01-01T00:49:15.000Z,2021-01-01T00:58:01.000Z,166,238,1.857,526,10.16,0.0,0.3,0.9,2.75,"",0.0,6.46,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:15:44.000Z,"",2021-01-01T00:20:44.000Z,2021-01-01T00:31:57.000Z,241,174,1.643,673,9.48,0.0,0.25,0.75,0.0,"",0.0,7.46,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:22:15.000Z,"",2021-01-01T00:40:23.000Z,2021-01-01T00:56:20.000Z,18,60,3.827,957,15.71,0.0,0.47,1.39,0.0,"",0.0,12.26,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:15:08.000Z,"",2021-01-01T00:20:23.000Z,2021-01-01T00:35:27.000Z,225,61,1.887,904,12.65,0.0,0.38,1.12,0.0,"",0.0,10.78,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:50:01.000Z,"",2021-01-01T00:53:52.000Z,2021-01-01T00:57:16.000Z,225,225,0.777,204,7.22,0.0,0.22,0.64,0.0,"",0.0,5.47,N,N,N,N,N
HV0003,B02884,B02884,2021-01-01T00:18:50.000Z,2021-01-01T00:21:41.000Z,2021-01-01T00:23:35.000Z,2021-01-01T00:57:50.000Z,53,50,13.98,2055,38.13,6.12,1.33,3.93,2.75,"",0.0,33.12,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:13:16.000Z,"",2021-01-01T00:16:30.000Z,2021-01-01T00:28:18.000Z,82,56,1.932,708,9.79,0.0,0.26,0.77,0.0,"",0.0,8.08,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:25:55.000Z,"",2021-01-01T00:31:56.000Z,2021-01-01T00:37:10.000Z,56,56,0.785,314,7.29,0.0,0.22,0.65,0.0,"",0.0,5.47,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:28:55.000Z,"",2021-01-01T00:41:15.000Z,2021-01-01T01:01:09.000Z,82,122,8.966,1194,20.8,0.0,0.62,1.85,0.0,"",0.0,19.95,N,N,N,N,N
HV0003,B02872,"",2021-01-01T00:05:20.000Z,2021-01-01T00:06:17.000Z,2021-01-01T00:08:16.000Z,2021-01-01T00:19:15.000Z,89,188,1.49,659,10.33,0.0,0.3,0.0,0.0,"",0.0,8.21,N,N,"",N,N
HV0003,B02872,"",2021-01-01T00:21:58.000Z,2021-01-01T00:24:09.000Z,2021-01-01T00:24:16.000Z,2021-01-01T00:46:21.000Z,188,76,4.82,1325,22.04,0.0,0.64,0.0,0.0,"",0.0,17.46,N,N,"",N,N
HV0003,B02872,"",2021-01-01T00:53:03.000Z,2021-01-01T00:57:57.000Z,2021-01-01T00:58:49.000Z,2021-01-01T01:12:55.000Z,63,28,6.68,846,20.84,0.0,0.6,0.0,0.0,"",0.0,15.5,N,N,"",N,N
HV0003,B02878,B02878,2021-01-01T00:05:19.000Z,2021-01-01T00:05:37.000Z,2021-01-01T00:07:37.000Z,2021-01-01T00:27:25.000Z,113,244,10.68,1188,29.7,0.0,0.89,2.64,2.75,"",0.0,22.77,N,N,"",N,N
HV0003,B02878,B02878,2021-01-01T00:28:05.000Z,2021-01-01T00:32:22.000Z,2021-01-01T00:32:39.000Z,2021-01-01T00:52:56.000Z,243,265,10.26,1217,13.66,20.0,1.01,0.0,0.0,"",0.0,24.44,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:32:29.000Z,"",2021-01-01T00:36:25.000Z,2021-01-01T00:42:03.000Z,233,140,1.284,338,6.5,0.0,0.2,0.58,2.75,"",0.0,5.47,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:43:32.000Z,"",2021-01-01T00:46:50.000Z,2021-01-01T00:53:00.000Z,141,140,1.186,370,7.14,0.0,0.21,0.63,2.75,"",2.0,5.47,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:53:56.000Z,"",2021-01-01T00:56:57.000Z,2021-01-01T01:21:57.000Z,140,173,10.76,1500,24.0,4.69,0.86,2.55,2.75,"",0.0,24.5,N,N,N,N,N
HV0003,B02764,B02764,2021-01-01T00:03:53.000Z,2021-01-01T00:04:43.000Z,2021-01-01T00:05:44.000Z,2021-01-01T00:17:37.000Z,173,226,5.38,713,17.13,0.0,0.51,1.52,0.0,"",0.0,13.93,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:22:45.000Z,2021-01-01T00:26:35.000Z,2021-01-01T00:28:46.000Z,2021-01-01T00:43:46.000Z,260,191,10.77,901,23.45,0.0,0.7,2.08,0.0,"",0.0,21.46,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:41:47.000Z,2021-01-01T00:47:15.000Z,2021-01-01T00:49:14.000Z,2021-01-01T01:04:38.000Z,191,215,9.31,924,21.43,0.0,0.64,1.9,0.0,"",0.0,20.04,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:20:25.000Z,2021-01-01T00:21:02.000Z,2021-01-01T00:21:24.000Z,2021-01-01T00:30:06.000Z,234,211,1.75,522,8.23,0.0,0.25,0.73,2.75,"",0.0,7.41,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:30:19.000Z,2021-01-01T00:35:06.000Z,2021-01-01T00:35:20.000Z,2021-01-01T00:58:33.000Z,211,223,9.51,1393,26.35,0.0,0.79,2.34,2.75,"",0.0,23.26,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:11:08.000Z,2021-01-01T00:13:24.000Z,2021-01-01T00:15:01.000Z,2021-01-01T00:24:45.000Z,165,22,2.03,584,9.34,0.0,0.28,0.83,0.0,"",0.0,9.29,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:20:46.000Z,2021-01-01T00:27:36.000Z,2021-01-01T00:29:36.000Z,2021-01-01T01:04:01.000Z,22,160,15.88,2065,41.32,0.0,1.24,3.67,0.0,"",0.0,36.95,N,N,"",N,N
HV0003,B02765,B02765,2021-01-01T00:18:43.000Z,2021-01-01T00:19:05.000Z,2021-01-01T00:21:07.000Z,2021-01-01T00:34:51.000Z,47,242,3.1,824,12.07,0.0,0.36,1.07,0.0,"",0.0,11.75,N,N,"",N,N
HV0003,B02765,B02765,2021-01-01T00:30:36.000Z,2021-01-01T00:35:54.000Z,2021-01-01T00:36:47.000Z,2021-01-01T00:50:05.000Z,242,18,3.98,798,13.08,0.0,0.39,1.16,0.0,"",0.0,12.51,N,N,"",N,N
HV0003,B02765,B02765,2021-01-01T00:47:26.000Z,2021-01-01T00:54:34.000Z,2021-01-01T00:55:22.000Z,2021-01-01T01:05:54.000Z,241,32,1.99,632,14.26,0.0,0.43,1.27,0.0,"",0.0,8.93,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:16:17.000Z,2021-01-01T00:20:10.000Z,2021-01-01T00:20:44.000Z,2021-01-01T00:30:32.000Z,167,213,1.81,588,9.49,0.0,0.28,0.84,0.0,"",0.0,9.05,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:28:28.000Z,2021-01-01T00:37:30.000Z,2021-01-01T00:38:56.000Z,2021-01-01T00:51:09.000Z,250,47,3.42,733,15.46,0.0,0.46,1.37,0.0,"",0.0,12.71,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:47:55.000Z,2021-01-01T00:55:22.000Z,2021-01-01T00:57:23.000Z,2021-01-01T01:11:44.000Z,47,127,3.61,861,15.46,0.0,0.46,1.37,0.0,"",0.0,12.56,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:06:10.000Z,"",2021-01-01T00:09:32.000Z,2021-01-01T00:17:57.000Z,20,78,0.702,505,6.39,0.0,0.19,0.57,0.0,"",0.0,5.47,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:12:44.000Z,"",2021-01-01T00:22:42.000Z,2021-01-01T00:35:01.000Z,20,18,1.676,739,7.93,0.0,0.24,0.7,0.0,"",0.0,8.05,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:27:42.000Z,"",2021-01-01T00:43:32.000Z,2021-01-01T00:53:10.000Z,220,18,1.634,578,9.25,0.0,0.28,0.82,0.0,"",0.0,7.57,N,N,N,N,N
HV0003,B02888,B02888,2021-01-01T00:07:53.000Z,2021-01-01T00:10:09.000Z,2021-01-01T00:12:09.000Z,2021-01-01T00:20:38.000Z,102,160,2.13,509,9.8,0.0,0.29,0.87,0.0,"",0.0,7.19,N,N,"",N,N
HV0003,B02888,B02888,2021-01-01T00:21:09.000Z,2021-01-01T00:27:37.000Z,2021-01-01T00:27:56.000Z,2021-01-01T00:38:19.000Z,102,160,2.31,623,10.37,0.0,0.62,0.93,0.0,"",4.7,8.34,N,N,"",N,N
HV0003,B02888,B02888,2021-01-01T00:34:50.000Z,2021-01-01T00:43:13.000Z,2021-01-01T00:44:27.000Z,2021-01-01T00:54:03.000Z,82,226,2.77,576,9.43,0.0,0.28,0.84,0.0,"",0.0,8.45,N,N,"",N,N
HV0003,B02888,B02888,2021-01-01T00:53:23.000Z,2021-01-01T00:57:25.000Z,2021-01-01T00:57:41.000Z,2021-01-01T01:07:56.000Z,226,112,2.15,615,8.59,0.0,0.26,0.76,0.0,"",0.0,8.1,N,N,"",N,N
HV0003,B02877,B02877,2021-01-01T00:06:32.000Z,2021-01-01T00:07:46.000Z,2021-01-01T00:09:47.000Z,2021-01-01T00:29:09.000Z,76,61,4.48,1163,17.32,0.0,0.52,1.54,0.0,"",0.0,16.84,N,N,"",N,N
HV0003,B02877,B02877,2021-01-01T00:50:11.000Z,2021-01-01T00:52:02.000Z,2021-01-01T00:54:02.000Z,2021-01-01T01:01:36.000Z,61,61,1.28,454,7.89,0.0,0.24,0.7,0.0,"",0.0,8.73,N,N,"",N,N
HV0003,B02884,B02884,2021-01-01T00:43:27.000Z,2021-01-01T00:44:41.000Z,2021-01-01T00:46:42.000Z,2021-01-01T01:03:36.000Z,170,50,1.29,1014,12.64,0.0,0.38,1.12,2.75,"",0.0,10.92,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:15:23.000Z,"",2021-01-01T00:18:38.000Z,2021-01-01T00:26:56.000Z,129,7,1.604,498,6.88,0.0,0.21,0.61,0.0,"",0.0,5.95,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:26:14.000Z,"",2021-01-01T00:29:29.000Z,2021-01-01T01:16:23.000Z,7,265,22.374,2814,57.63,1.59,1.63,4.81,0.0,"",0.0,51.3,N,N,N,N,N
HV0003,B02395,B02395,2021-01-01T00:18:45.000Z,2021-01-01T00:20:46.000Z,2021-01-01T00:21:30.000Z,2021-01-01T00:35:15.000Z,258,225,3.93,825,13.18,0.0,0.0,0.0,0.0,"",0.0,13.46,N,N,"",N,N
HV0003,B02395,B02395,2021-01-01T00:34:47.000Z,2021-01-01T00:37:42.000Z,2021-01-01T00:38:27.000Z,2021-01-01T00:48:43.000Z,177,35,1.52,616,7.19,0.0,0.0,0.0,0.0,"",0.0,9.05,N,N,"",N,N
HV0003,B02395,B02395,2021-01-01T00:44:12.000Z,2021-01-01T00:48:44.000Z,2021-01-01T00:49:48.000Z,2021-01-01T00:59:44.000Z,35,72,1.8,596,8.7,0.0,0.0,0.0,0.0,"",0.0,9.2,N,N,"",N,N
HV0003,B02872,B02872,2021-01-01T00:21:55.000Z,2021-01-01T00:25:46.000Z,2021-01-01T00:26:40.000Z,2021-01-01T00:37:26.000Z,179,192,6.46,646,18.5,0.0,0.56,1.64,0.0,"",0.0,14.61,N,N,"",N,N
HV0003,B02872,B02872,2021-01-01T00:37:15.000Z,2021-01-01T00:41:06.000Z,2021-01-01T00:42:23.000Z,2021-01-01T00:49:06.000Z,192,92,1.43,403,7.12,0.0,0.21,0.63,0.0,"",0.0,7.47,N,N,"",N,N
HV0003,B02872,B02872,2021-01-01T00:43:15.000Z,2021-01-01T00:52:38.000Z,2021-01-01T00:54:39.000Z,2021-01-01T01:03:12.000Z,92,53,1.27,513,10.05,0.0,0.3,0.89,0.0,"",0.0,8.6,N,N,"",N,N
HV0003,B02880,B02880,2021-01-01T00:01:30.000Z,2021-01-01T00:02:31.000Z,2021-01-01T00:03:21.000Z,2021-01-01T00:30:02.000Z,49,10,14.97,1601,38.81,0.0,1.16,3.44,0.0,"",0.0,31.74,N,N,"",N,N
HV0003,B02880,B02880,2021-01-01T00:29:56.000Z,2021-01-01T00:33:43.000Z,2021-01-01T00:34:35.000Z,2021-01-01T00:47:12.000Z,10,63,4.84,757,14.47,0.0,0.43,1.28,0.0,"",0.0,13.5,N,N,"",N,N
HV0003,B02880,B02880,2021-01-01T00:47:34.000Z,2021-01-01T00:50:11.000Z,2021-01-01T00:50:24.000Z,2021-01-01T00:54:35.000Z,63,76,1.0,251,7.91,0.0,0.24,0.7,0.0,"",0.0,7.21,N,N,"",N,N
HV0003,B02880,B02880,2021-01-01T00:53:30.000Z,2021-01-01T00:57:15.000Z,2021-01-01T00:59:15.000Z,2021-01-01T01:28:39.000Z,76,56,7.03,1764,27.86,0.0,0.84,2.47,0.0,"",0.0,24.34,N,N,"",N,N
HV0003,B02878,B02878,2021-01-01T00:17:44.000Z,2021-01-01T00:19:11.000Z,2021-01-01T00:19:45.000Z,2021-01-01T00:25:45.000Z,18,174,1.65,360,7.91,0.0,0.24,0.7,0.0,"",0.0,5.94,N,N,"",N,N
HV0003,B02878,B02878,2021-01-01T00:25:45.000Z,2021-01-01T00:28:07.000Z,2021-01-01T00:28:27.000Z,2021-01-01T00:32:08.000Z,174,241,0.74,221,7.12,0.0,0.21,0.63,0.0,"",0.0,5.93,N,N,"",N,N
HV0003,B02871,B02871,2021-01-01T00:38:13.000Z,2021-01-01T00:43:35.000Z,2021-01-01T00:44:04.000Z,2021-01-01T00:53:36.000Z,165,123,1.88,572,10.42,0.0,0.31,0.92,0.0,"",0.0,7.73,N,N,"",N,N
HV0003,B02871,B02871,2021-01-01T00:52:44.000Z,2021-01-01T00:57:35.000Z,2021-01-01T00:59:35.000Z,2021-01-01T01:24:49.000Z,149,97,5.77,1514,21.86,0.0,0.66,1.94,0.0,"",0.0,19.91,N,N,"",N,N
HV0003,B02887,"",2020-12-31T23:57:27.000Z,2020-12-31T23:58:35.000Z,2021-01-01T00:00:36.000Z,2021-01-01T00:38:56.000Z,168,265,26.39,2301,70.85,6.12,2.23,0.0,0.0,"",0.0,53.1,N,N,"",N,N
HV0003,B02877,B02877,2021-01-01T00:19:55.000Z,2021-01-01T00:20:53.000Z,2021-01-01T00:22:52.000Z,2021-01-01T00:27:03.000Z,188,61,0.75,251,8.77,0.0,0.26,0.78,0.0,"",0.0,8.29,N,N,"",N,N
HV0003,B02877,B02877,2021-01-01T00:35:03.000Z,2021-01-01T00:37:25.000Z,2021-01-01T00:38:35.000Z,2021-01-01T00:47:19.000Z,188,39,1.94,524,10.59,0.0,0.32,0.94,0.0,"",0.0,8.77,N,N,"",N,N
HV0003,B02877,B02877,2021-01-01T00:45:22.000Z,2021-01-01T00:50:55.000Z,2021-01-01T00:52:55.000Z,2021-01-01T01:07:40.000Z,91,177,3.41,885,18.13,0.0,0.54,1.61,0.0,"",0.0,14.82,N,N,"",N,N
HV0003,B02512,B02512,2021-01-01T00:35:50.000Z,2021-01-01T00:38:14.000Z,2021-01-01T00:43:14.000Z,2021-01-01T00:54:32.000Z,164,68,1.63,678,27.32,0.0,0.82,2.42,2.75,"",0.0,29.8,N,N,"",N,N
HV0005,B02510,"",2020-12-31T23:59:41.000Z,"",2021-01-01T00:04:43.000Z,2021-01-01T00:12:13.000Z,149,165,1.404,450,7.42,0.0,0.22,0.66,0.0,"",0.0,5.47,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:12:59.000Z,"",2021-01-01T00:18:32.000Z,2021-01-01T00:52:42.000Z,165,249,10.809,2050,31.64,2.04,1.01,2.99,2.75,"",0.0,29.17,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:55:50.000Z,"",2021-01-01T00:58:57.000Z,2021-01-01T01:10:08.000Z,249,33,3.477,671,17.72,0.0,0.53,1.57,2.75,"",0.0,9.48,N,N,N,N,N
HV0003,B02867,B02867,2021-01-01T00:53:24.000Z,2021-01-01T00:55:35.000Z,2021-01-01T00:56:02.000Z,2021-01-01T01:05:31.000Z,68,137,1.56,569,18.05,0.0,0.54,1.6,2.75,"",0.0,17.32,N,N,"",N,N
HV0003,B02889,B02889,2021-01-01T00:19:01.000Z,2021-01-01T00:20:10.000Z,2021-01-01T00:22:09.000Z,2021-01-01T00:37:49.000Z,129,135,5.83,940,20.48,0.0,0.61,1.82,0.0,"",0.0,16.43,N,N,"",N,N
HV0003,B02889,B02889,2021-01-01T00:35:54.000Z,2021-01-01T00:42:10.000Z,2021-01-01T00:42:19.000Z,2021-01-01T00:52:55.000Z,135,56,4.21,636,14.56,0.0,0.62,1.3,0.0,"",2.82,12.1,N,N,"",N,N
HV0003,B02889,B02889,2021-01-01T00:51:23.000Z,2021-01-01T00:58:10.000Z,2021-01-01T00:58:26.000Z,2021-01-01T01:07:31.000Z,173,157,4.52,545,14.32,0.0,0.43,1.27,0.0,"",0.0,11.68,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:03:38.000Z,"",2021-01-01T00:07:23.000Z,2021-01-01T00:12:57.000Z,62,35,1.113,334,7.41,0.0,0.22,0.66,0.0,"",0.0,5.47,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:14:54.000Z,"",2021-01-01T00:16:22.000Z,2021-01-01T01:03:34.000Z,35,202,10.429,2832,41.05,0.18,1.09,3.21,0.0,"",0.0,35.29,N,N,N,N,N
HV0003,B02872,B02872,2021-01-01T00:05:44.000Z,2021-01-01T00:07:35.000Z,2021-01-01T00:09:35.000Z,2021-01-01T00:19:32.000Z,148,231,0.96,597,12.15,0.0,0.36,1.08,2.75,"",0.0,10.74,N,N,"",N,N
HV0003,B02872,B02872,2021-01-01T00:32:40.000Z,2021-01-01T00:35:15.000Z,2021-01-01T00:37:15.000Z,2021-01-01T00:43:35.000Z,231,114,1.22,380,7.56,0.0,0.23,0.67,2.75,"",0.0,7.71,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:49:00.000Z,"",2021-01-01T00:52:07.000Z,2021-01-01T01:01:51.000Z,4,141,2.949,584,12.54,0.0,0.38,1.11,2.75,"",0.0,8.16,N,N,N,N,N
HV0003,B02880,B02880,2021-01-01T00:08:49.000Z,2021-01-01T00:09:21.000Z,2021-01-01T00:11:22.000Z,2021-01-01T00:23:03.000Z,82,173,2.05,701,10.04,0.0,0.3,0.89,0.0,"",0.0,8.78,N,N,"",N,N
HV0003,B02880,B02880,2021-01-01T00:22:20.000Z,2021-01-01T00:26:33.000Z,2021-01-01T00:27:12.000Z,2021-01-01T00:37:09.000Z,173,82,1.71,597,9.59,0.0,0.29,0.85,0.0,"",0.0,7.53,N,N,"",N,N
HV0003,B02880,B02880,2021-01-01T00:36:27.000Z,2021-01-01T00:41:17.000Z,2021-01-01T00:41:48.000Z,2021-01-01T00:49:18.000Z,82,196,1.71,450,9.72,0.0,0.29,0.86,0.0,"",0.0,6.3,N,N,"",N,N
HV0003,B02880,B02880,2021-01-01T00:47:16.000Z,2021-01-01T00:54:13.000Z,2021-01-01T00:56:14.000Z,2021-01-01T01:12:51.000Z,160,33,9.16,997,24.7,0.0,0.74,2.19,0.0,"",0.0,19.09,N,N,"",N,N
HV0003,B02872,B02872,2021-01-01T00:27:08.000Z,2021-01-01T00:31:02.000Z,2021-01-01T00:31:43.000Z,2021-01-01T00:48:05.000Z,169,213,4.77,982,14.35,0.0,0.43,1.27,0.0,"",0.0,14.74,N,N,"",N,N
HV0003,B02872,B02872,2021-01-01T00:42:04.000Z,2021-01-01T00:50:14.000Z,2021-01-01T00:51:29.000Z,2021-01-01T01:02:09.000Z,213,208,3.89,640,18.33,0.0,0.55,1.63,0.0,"",0.0,10.9,N,N,"",N,N
HV0003,B02872,B02872,2021-01-01T00:06:20.000Z,2021-01-01T00:08:19.000Z,2021-01-01T00:08:30.000Z,2021-01-01T00:11:24.000Z,39,91,0.68,174,7.91,0.0,0.24,0.7,0.0,"",0.0,7.22,N,N,"",N,N
HV0003,B02872,B02872,2021-01-01T00:26:46.000Z,2021-01-01T00:28:24.000Z,2021-01-01T00:30:25.000Z,2021-01-01T00:40:46.000Z,61,35,1.88,621,9.81,0.0,0.29,0.87,0.0,"",0.0,9.09,N,N,"",N,N
HV0003,B02872,B02872,2021-01-01T00:47:05.000Z,2021-01-01T00:49:55.000Z,2021-01-01T00:50:50.000Z,2021-01-01T01:05:21.000Z,177,37,2.08,871,12.39,0.0,0.37,1.1,0.0,"",0.0,11.41,N,N,"",N,N
HV0003,B02872,B02872,2021-01-01T00:52:07.000Z,2021-01-01T00:52:57.000Z,2021-01-01T00:54:57.000Z,2021-01-01T01:03:53.000Z,125,79,1.48,536,8.35,0.0,0.25,0.74,2.75,"",0.0,6.67,N,N,"",N,N
HV0005,B02510,"",2020-12-31T23:58:44.000Z,"",2021-01-01T00:03:14.000Z,2021-01-01T00:16:07.000Z,78,126,2.487,773,12.94,0.0,0.39,1.15,0.0,"",0.0,9.23,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:16:45.000Z,"",2021-01-01T00:19:13.000Z,2021-01-01T00:30:29.000Z,126,212,1.821,676,7.71,0.0,0.23,0.68,0.0,"",0.0,7.69,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:27:39.000Z,"",2021-01-01T00:37:32.000Z,2021-01-01T00:39:18.000Z,248,248,0.0,106,12.42,0.71,0.39,1.17,0.0,"",0.0,5.47,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:35:54.000Z,"",2021-01-01T00:45:23.000Z,2021-01-01T01:13:08.000Z,213,80,12.8,1665,32.95,5.17,1.14,3.38,0.0,"",0.0,29.65,N,N,N,N,N
HV0003,B02866,B02866,2021-01-01T00:34:09.000Z,2021-01-01T00:36:16.000Z,2021-01-01T00:38:16.000Z,2021-01-01T00:51:40.000Z,233,144,3.39,804,14.34,0.0,0.43,1.27,2.75,"",0.0,13.06,N,N,"",N,N
HV0003,B02866,B02866,2021-01-01T00:53:06.000Z,2021-01-01T00:55:44.000Z,2021-01-01T00:57:44.000Z,2021-01-01T01:11:33.000Z,231,141,6.09,829,21.71,0.0,0.65,1.93,2.75,"",0.0,17.38,N,N,"",N,N
HV0003,B02864,B02864,2021-01-01T00:09:09.000Z,2021-01-01T00:11:25.000Z,2021-01-01T00:12:41.000Z,2021-01-01T00:14:54.000Z,241,241,0.61,133,7.12,0.0,0.21,0.63,0.0,"",0.0,9.54,N,N,"",N,N
HV0003,B02864,B02864,2021-01-01T00:14:36.000Z,2021-01-01T00:18:13.000Z,2021-01-01T00:20:14.000Z,2021-01-01T00:27:47.000Z,241,241,1.57,453,7.68,0.0,0.41,0.69,0.0,"",2.82,9.92,N,N,"",N,N
HV0003,B02864,B02864,2021-01-01T00:25:09.000Z,2021-01-01T00:28:49.000Z,2021-01-01T00:28:56.000Z,2021-01-01T00:35:57.000Z,241,220,1.13,421,7.88,0.0,0.3,0.7,0.0,"",0.94,9.54,N,N,"",N,N
HV0003,B02864,B02864,2021-01-01T00:32:20.000Z,2021-01-01T00:39:01.000Z,2021-01-01T00:39:44.000Z,2021-01-01T01:13:58.000Z,153,160,14.57,2054,34.09,6.12,1.21,3.57,0.0,"",0.0,37.4,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:26:20.000Z,"",2021-01-01T00:33:18.000Z,2021-01-01T00:39:12.000Z,14,14,1.362,354,7.4,0.0,0.22,0.66,0.0,"",5.0,5.47,N,N,N,N,N
HV0003,B02836,B02836,2021-01-01T00:03:45.000Z,2021-01-01T00:07:04.000Z,2021-01-01T00:07:30.000Z,2021-01-01T00:08:57.000Z,203,203,0.36,87,7.12,0.0,0.21,0.63,0.0,"",0.0,6.35,N,N,"",N,N
HV0003,B02836,B02836,2021-01-01T00:11:41.000Z,2021-01-01T00:16:56.000Z,2021-01-01T00:18:55.000Z,2021-01-01T00:51:52.000Z,203,225,13.06,1977,41.27,0.0,1.24,3.66,0.0,"",0.0,31.91,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:39:37.000Z,2021-01-01T00:54:35.000Z,2021-01-01T00:56:35.000Z,2021-01-01T01:17:08.000Z,155,29,6.99,1233,31.81,0.0,0.95,2.82,0.0,"",0.0,21.38,N,N,"",N,N
HV0003,B02882,B02882,2021-01-01T00:28:02.000Z,2021-01-01T00:31:28.000Z,2021-01-01T00:31:42.000Z,2021-01-01T00:48:27.000Z,263,144,6.7,1005,21.95,0.0,0.66,1.95,2.75,"",0.0,18.33,N,N,"",N,N
HV0003,B02765,B02765,2021-01-01T00:15:45.000Z,2021-01-01T00:17:01.000Z,2021-01-01T00:17:34.000Z,2021-01-01T00:25:49.000Z,37,198,1.46,495,7.59,0.0,0.23,0.67,0.0,"",0.0,7.63,N,N,"",N,N
